ensgene,SRR923920,SRR923921,SRR923923,SRR923924,SRR923925,SRR923927,SRR923926,SRR923929,SRR923928,SRR923930,SRR923931,SRR923933,SRR923932
ENSG00000198914,0,0,0,0,0,19,0,0,0,0,0,0,0
ENSG00000198915,72,147,40,120,84,112,89,152,220,135,213,107,161
ENSG00000198917,1744,1860,2247,2327,1497,1486,2474,1550,1393,1074,1555,1116,1464
ENSG00000198918,3228,1411,1122,2871,4279,3247,4068,1117,2118,2417,1514,2669,3342
ENSG00000198919,687,705,723,466,785,634,684,549,838,514,804,839,918
ENSG00000198920,503,628,638,597,662,638,567,552,565,416,863,679,587
ENSG00000198923,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198924,417,314,422,221,360,301,428,215,241,261,490,149,262
ENSG00000198925,3047,3299,4068,4446,2874,1907,3902,3700,2363,2339,3377,2718,2824
ENSG00000198929,33,117,132,112,72,96,167,246,107,195,130,187,94
ENSG00000198930,294,15,5,0,0,424,2,0,11,4,2,1,3
ENSG00000198931,4414,2135,2505,6380,2896,3038,4069,1627,2159,1443,1859,1681,1476
ENSG00000198932,351,663,928,392,985,1172,955,1259,964,1337,1599,1766,1865
ENSG00000198933,536,685,431,656,397,538,581,689,666,381,505,553,660
ENSG00000198934,87,155,302,204,191,118,324,156,111,282,226,216,280
ENSG00000198937,1257,874,923,971,737,438,966,430,494,315,448,257,258
ENSG00000198938,409288,345143,316740,285826,326538,697392,191276,309925,513162,732809,191454,391684,412697
ENSG00000198939,57,77,109,60,115,106,156,148,81,154,146,163,244
ENSG00000198944,44,41,77,28,55,39,91,65,44,346,56,64,53
ENSG00000198945,174,504,320,511,389,247,518,343,406,244,335,412,475
ENSG00000198947,273,436,842,136,773,871,557,646,565,877,867,1147,1287
ENSG00000198948,78,43,207,100,128,51,154,121,41,46,103,64,125
ENSG00000198951,2618,2367,2234,1643,1833,1832,2115,1787,1442,1465,2076,1588,1563
ENSG00000198952,2859,4650,3960,4945,3065,1973,3875,3521,2522,2488,3366,2404,2716
ENSG00000198954,871,616,1027,1332,1099,781,965,601,549,825,945,704,860
ENSG00000198959,4851,26536,4905,12456,8202,4947,16581,29408,10346,4161,9299,8930,9672
ENSG00000198960,1041,732,1136,1055,913,844,1077,1297,734,993,929,838,828
ENSG00000198961,1284,1199,2943,783,2822,1298,2119,1077,1091,1977,2485,2641,2502
ENSG00000198963,70,905,403,58,418,429,264,1201,1655,805,757,848,811
ENSG00000198964,630,652,1240,275,860,750,893,469,528,693,734,847,534
ENSG00000198965,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198967,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198972,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000198973,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198974,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198975,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000198976,0,20,18,15,2,0,7,4,3,9,10,24,8
ENSG00000198982,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198983,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198984,0,0,0,0,2,0,0,0,0,0,0,0,2
ENSG00000198987,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198995,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198997,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199001,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199005,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199012,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199015,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199017,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199020,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199023,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000199024,0,2,0,0,0,0,2,1,0,0,0,0,1
ENSG00000199025,0,2,0,0,0,0,0,0,0,0,0,0,1
ENSG00000199030,0,0,0,0,0,0,4,0,0,1,1,0,0
ENSG00000199031,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000199032,0,1,1,0,3,0,0,3,1,4,0,2,0
ENSG00000199035,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000199036,0,0,0,2,0,0,1,2,0,0,1,3,3
ENSG00000199038,0,0,0,1,0,1,0,0,0,0,0,1,0
ENSG00000199043,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199047,0,0,0,0,0,1,0,1,0,1,0,0,0
ENSG00000199051,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199053,12,5,4,7,7,3,5,7,4,8,6,12,11
ENSG00000199059,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199065,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199069,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199072,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000199075,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199077,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199080,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199082,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199085,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000199088,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199090,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199092,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199094,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000199095,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199102,3,1,3,3,3,0,1,3,2,5,4,2,2
ENSG00000199104,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199107,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199109,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199121,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000199122,6,10,4,4,4,2,13,6,8,8,5,11,7
ENSG00000199127,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199130,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199132,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000199133,10,13,8,0,13,14,9,20,1,15,15,10,8
ENSG00000199135,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199143,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199145,5,1,7,1,4,2,4,1,1,1,1,2,2
ENSG00000199150,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199151,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000199153,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199156,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199157,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199158,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199161,2,11,9,0,1,0,4,2,2,0,2,6,1
ENSG00000199165,0,0,0,0,0,0,0,0,0,1,0,0,3
ENSG00000199168,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199169,6,6,9,3,6,3,6,6,3,6,3,4,2
ENSG00000199172,0,1,1,1,2,1,0,1,1,3,3,5,0
ENSG00000199177,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199179,0,1,0,0,0,0,0,0,1,0,3,0,0
ENSG00000199196,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199197,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199200,4,0,0,0,0,0,0,0,2,0,0,0,2
ENSG00000199201,2,0,0,0,0,4,1,1,0,0,0,1,0
ENSG00000199202,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199203,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199204,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199212,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199217,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199218,25,11,3,6,17,30,11,5,2,5,8,10,14
ENSG00000199219,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199220,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199222,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199223,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199224,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199226,8,9,3,0,6,14,3,2,5,4,6,0,9
ENSG00000199231,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199237,3,7,7,0,5,1,8,7,2,4,12,18,21
ENSG00000199240,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000199241,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199245,0,0,0,0,1,0,0,2,0,0,0,0,1
ENSG00000199246,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199248,5,1,3,1,2,3,1,4,3,2,5,7,0
ENSG00000199251,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199260,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199263,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199266,2,0,0,1,4,2,7,1,4,0,2,1,1
ENSG00000199270,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000199272,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199273,11,16,1,16,2,6,4,15,18,8,17,11,6
ENSG00000199276,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199279,0,0,0,0,1,0,0,0,2,0,0,0,0
ENSG00000199282,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199283,0,1,0,11,0,0,4,0,0,0,0,0,0
ENSG00000199285,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199286,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199289,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000199290,0,0,2,0,0,0,1,2,0,0,0,1,0
ENSG00000199291,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199293,9,1,4,10,5,0,6,8,0,2,3,1,11
ENSG00000199295,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199299,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199301,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000199303,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199306,2,4,2,7,4,1,4,0,3,2,1,3,5
ENSG00000199308,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199311,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199313,0,1,0,0,0,0,1,4,0,4,0,0,0
ENSG00000199315,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199318,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199319,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199321,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199322,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199325,0,4,1,5,2,1,2,1,9,0,1,6,5
ENSG00000199326,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199327,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000199331,22,13,19,24,15,39,15,22,34,21,17,34,21
ENSG00000199332,0,3,0,0,2,0,0,7,5,0,0,1,4
ENSG00000199334,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199335,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000199337,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199347,0,0,0,0,0,0,2,1,1,1,0,1,23
ENSG00000199348,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199349,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000199350,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199352,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000199354,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199357,0,0,0,0,0,0,0,1,0,0,0,2,4
ENSG00000199360,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199361,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199362,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000199363,4,5,2,12,9,4,4,4,0,0,5,5,0
ENSG00000199364,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199366,0,0,0,0,0,0,1,0,1,0,0,0,1
ENSG00000199368,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199370,8,22,3,0,5,1,26,3,1,0,6,0,0
ENSG00000199373,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199377,0,0,0,0,2,3,0,6,1,0,0,1,3
ENSG00000199378,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199381,2,1,0,1,2,1,4,0,0,0,3,4,1
ENSG00000199385,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199390,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199392,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199394,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199395,0,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000199396,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000199398,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000199400,0,0,0,0,0,2,0,0,0,0,0,1,0
ENSG00000199402,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199404,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199405,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199407,1,9,14,0,9,0,6,5,10,5,2,7,2
ENSG00000199409,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199410,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199411,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199415,0,0,0,0,7,0,3,0,0,0,0,0,1
ENSG00000199420,8,0,0,0,0,0,0,0,3,29,2,7,0
ENSG00000199422,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199424,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199426,0,1,0,0,0,0,0,1,0,0,1,6,0
ENSG00000199436,0,0,0,3,0,0,4,0,1,3,0,1,0
ENSG00000199440,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199442,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199444,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000199446,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199448,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199450,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199453,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199454,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199455,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199458,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000199459,0,1,0,0,2,0,0,0,0,0,0,0,0
ENSG00000199460,0,0,0,1,0,0,0,0,0,0,0,0,3
ENSG00000199461,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199466,1,0,3,0,0,0,0,0,0,0,1,2,0
ENSG00000199468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199469,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199470,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199471,0,0,0,0,0,0,1,0,0,3,0,0,0
ENSG00000199472,0,3,0,0,0,0,0,0,0,0,1,0,0
ENSG00000199473,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199474,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199475,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199476,0,0,0,0,0,3,0,1,1,0,1,5,2
ENSG00000199477,36,16,18,25,37,30,26,20,23,41,19,65,32
ENSG00000199480,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199482,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000199483,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199487,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199488,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199489,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199490,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199492,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199497,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199506,0,0,3,0,0,0,0,0,0,7,0,5,0
ENSG00000199508,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199509,0,0,2,0,0,1,0,0,0,0,0,2,0
ENSG00000199512,0,0,0,0,0,5,0,0,0,0,0,3,0
ENSG00000199514,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199515,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199516,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199520,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199523,0,0,0,0,0,0,4,0,0,0,0,0,2
ENSG00000199525,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199529,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199530,0,2,2,0,0,0,0,1,1,3,0,3,0
ENSG00000199535,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199536,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199540,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199545,1,1,0,0,10,2,0,0,0,0,1,3,5
ENSG00000199546,9,5,2,1,28,6,25,11,15,4,4,3,15
ENSG00000199550,2,3,2,2,1,0,8,9,1,1,1,2,18
ENSG00000199551,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199552,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199556,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199562,65,25,29,29,15,53,4,40,37,40,26,11,4
ENSG00000199564,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199565,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199566,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199567,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199568,0,0,1,0,0,0,1,4,4,8,0,0,12
ENSG00000199570,0,0,0,0,0,0,2,0,0,0,1,3,0
ENSG00000199571,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000199572,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199574,12,5,6,6,6,7,4,9,14,4,3,8,10
ENSG00000199575,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199577,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199580,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199584,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199585,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199591,0,0,4,0,4,5,1,1,0,0,2,0,2
ENSG00000199592,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199593,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199594,1,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000199595,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199598,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000199601,0,4,1,2,0,0,0,1,0,0,2,0,0
ENSG00000199603,2,1,0,0,4,0,0,4,0,0,0,0,2
ENSG00000199605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199609,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199620,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199622,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199626,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199627,16,13,4,11,9,8,10,11,18,10,4,19,13
ENSG00000199629,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199630,4,0,2,0,2,9,1,2,0,5,0,0,1
ENSG00000199631,2,5,9,8,1,2,5,8,12,7,5,8,11
ENSG00000199633,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199634,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199635,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199636,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199638,0,1,0,2,0,0,1,0,0,0,0,4,0
ENSG00000199640,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199643,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199645,0,1,1,0,1,0,1,0,0,5,5,1,1
ENSG00000199646,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000199652,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199664,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000199666,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199667,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000199668,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199672,0,3,0,1,0,0,0,2,0,0,0,0,0
ENSG00000199673,1,2,8,14,3,2,4,4,6,0,3,4,5
ENSG00000199674,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199676,6,0,0,1,2,2,3,2,1,0,0,0,0
ENSG00000199677,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000199683,25,23,7,21,15,16,11,26,20,10,3,8,19
ENSG00000199687,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199691,2,1,0,4,0,1,2,2,2,1,2,3,0
ENSG00000199695,3,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000199697,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000199698,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199700,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000199701,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199702,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199704,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199705,0,3,0,1,0,0,0,0,0,0,1,0,0
ENSG00000199709,1,1,0,0,2,3,0,5,4,5,3,8,6
ENSG00000199710,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199711,3,1,3,0,0,0,4,0,0,4,0,0,0
ENSG00000199712,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199713,0,0,0,0,4,0,1,0,0,7,0,0,3
ENSG00000199715,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000199716,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000199719,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199728,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199730,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000199731,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000199732,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199733,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000199735,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199739,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199740,0,0,2,0,1,0,1,0,0,0,1,0,0
ENSG00000199744,23,6,8,48,32,13,29,23,20,15,8,11,28
ENSG00000199751,1,5,0,5,0,0,2,5,0,0,0,1,0
ENSG00000199753,32,79,50,130,51,44,46,64,21,87,55,37,23
ENSG00000199755,1,3,4,0,1,3,0,2,1,4,4,0,3
ENSG00000199756,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199762,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000199764,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199765,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199767,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199771,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199773,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199780,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199781,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199782,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199783,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199784,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199785,10,18,9,28,24,3,22,19,37,0,7,15,25
ENSG00000199786,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000199787,0,1,0,0,0,0,0,2,1,0,0,7,0
ENSG00000199788,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000199790,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199791,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199792,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199796,0,0,0,0,2,0,0,0,0,1,2,0,0
ENSG00000199797,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199798,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199801,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199803,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199804,2,13,2,4,8,9,9,7,14,11,9,16,20
ENSG00000199805,0,0,1,0,6,0,6,1,2,1,0,8,8
ENSG00000199806,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199809,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199812,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199814,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199815,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000199824,4,2,0,0,1,0,1,14,6,3,2,0,3
ENSG00000199827,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199831,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199832,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199833,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199836,0,0,0,0,0,0,0,2,0,2,0,0,0
ENSG00000199837,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199839,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199840,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199843,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199845,0,0,0,0,0,0,0,0,1,0,0,0,8
ENSG00000199846,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000199849,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199851,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199855,5,1,3,0,0,1,2,3,0,0,0,0,0
ENSG00000199856,0,2,0,0,5,0,11,4,0,0,0,8,0
ENSG00000199857,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199858,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199859,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199862,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199865,0,4,0,1,3,11,3,6,4,6,7,4,0
ENSG00000199866,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199867,0,0,0,0,0,0,0,0,0,0,0,0,0
